Reaction_ID,Reaction_Equation,Subsystem
SERt4pp,na1_p + ser__L_p --> na1_c + ser__L_c,Transport Systems
SERtex,ser__L_e <=> ser__L_p,Transport Systems
SFGTHi,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c,Cellular Processes and Storage
SGDS,h2o_c + sucglu_c --> glu__L_c + succ_c,Amino Acid Metabolism
SGSAD,h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c,Amino Acid Metabolism
SHCHD2,dscl_c + nad_c --> h_c + nadh_c + scl_c,Cofactor and Vitamin Biosynthesis
SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c,Cofactor and Vitamin Biosynthesis
SHEME2abcpp,atp_c + h2o_c + sheme_p --> adp_c + h_c + pi_c + sheme_c,Transport Systems
SHEMEtonex,h_p + sheme_e --> h_c + sheme_p,Transport Systems
SHK3Dr,3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,Amino Acid Metabolism
SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c,Amino Acid Metabolism
SHSL1,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,Amino Acid Metabolism
SHSL2r,h2s_c + suchms_c --> h_c + hcys__L_c + succ_c,Amino Acid Metabolism
SKMt2pp,h_p + skm_p --> h_c + skm_c,Transport Systems
SKMtex,skm_e <=> skm_p,Transport Systems
SO2tex,so2_e <=> so2_p,Transport Systems
SO2tpp,so2_p <=> so2_c,Transport Systems
SO3abcpp,atp_c + h2o_c + so3_p --> adp_c + h_c + pi_c + so3_c,Transport Systems
SO3tex,so3_e <=> so3_p,Transport Systems
SO4t2pp,h_p + so4_p --> h_c + so4_c,Transport Systems
SO4t4pp_1,na1_p + so4_p --> na1_c + so4_c,Transport Systems
SO4tex,so4_e <=> so4_p,Transport Systems
SOTA,akg_c + sucorn_c --> glu__L_c + sucgsa_c,Amino Acid Metabolism
SPMDabcpp,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c,Transport Systems
SPMDtex,spmd_e <=> spmd_p,Transport Systems
SPODM,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c,Energy Metabolism
SSALx,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,Amino Acid Metabolism
SSALy,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,Amino Acid Metabolism
SUCCt2_2pp,2.0 h_p + succ_p --> 2.0 h_c + succ_c,Transport Systems
SUCCtex,succ_e <=> succ_p,Transport Systems
SUCD4,fadh2_c + q8_c <=> fad_c + q8h2_c,Fatty Acid and Lipid Metabolism
SUCDi,q8_c + succ_c --> fum_c + q8h2_c,Central Carbon Metabolism
SUCOAS,atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c,Central Carbon Metabolism
SULFACabcpp,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c,Transport Systems
SULFACtex,sulfac_e <=> sulfac_p,Transport Systems
SULR,5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,Metal and Inorganic Metabolism
SULabcpp,atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c,Transport Systems
T2DECAI,tdec2eACP_c <=> cdec3eACP_c,Fatty Acid and Lipid Metabolism
T4HCINNMtex,T4hcinnm_e <=> T4hcinnm_p,Transport Systems
T4HCINNMtpp,T4hcinnm_p <=> T4hcinnm_c,Transport Systems
TAGLIPA160ex,h2o_e + tag160_e --> 12dgr160_e + h_e + hdca_e,Fatty Acid and Lipid Metabolism
TAGLIPA180ex,h2o_e + tag180_e --> 12dgr180_e + h_e + ocdca_e,Fatty Acid and Lipid Metabolism
TAGLIPA181d9ex,h2o_e + tag181d9_e --> dag181d9_e + h_e + ocdcea_e,Fatty Acid and Lipid Metabolism
TAGLIPA182d9d12,h2o_e + tag182d9d12_e --> dag182d9d12_e + h_e + lnlc_e,Fatty Acid and Lipid Metabolism
TALA,g3p_c + s7p_c <=> e4p_c + f6p_c,Central Carbon Metabolism
TAUDO,akg_c + o2_c + taur_c --> aacald_c + co2_c + h_c + so3_c + succ_c,Metal and Inorganic Metabolism
TAURabcpp,atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c,Transport Systems
TAURtex,taur_e <=> taur_p,Transport Systems
TCYNTtex,tcynt_e <=> tcynt_p,Transport Systems
TCYNTtpp,tcynt_p <=> tcynt_c,Transport Systems
CTECOAI6,tdecoa_c --> td2coa_c,Fatty Acid and Lipid Metabolism
TDP,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,Cofactor and Vitamin Biosynthesis
TDPDRE,dtdp4d6dg_c --> dtdp4d6dm_c,Cellular Processes and Storage
TDPDRR,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c,Cellular Processes and Storage
TDPGDH,dtdpglu_c --> dtdp4d6dg_c + h2o_c,Cellular Processes and Storage
TDSK2,atp_c + lipidAds_kt_c --> adp_c + h_c + lipidA_kt_c,Cell Envelope and Wall Biosynthesis
TDSR1,dsbcox_p + dsbdrd_c --> dsbcrd_p + dsbdox_c,Energy Metabolism
TDSR2,dsbdrd_c + dsbgox_p --> dsbdox_c + dsbgrd_p,Energy Metabolism
TGTASE1,preq1_c + trnahis_c --> gua_c + trnahis_preq34_c,Cofactor and Vitamin Biosynthesis
TGTASE2,preq1_c + trnatyr_c --> gua_c + trnatyr_preq34_c,Cofactor and Vitamin Biosynthesis
TGTASE3,preq1_c + trnaasp_c --> gua_c + trnaasp_preq34_c,Cofactor and Vitamin Biosynthesis
THD2pp,2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c,Energy Metabolism
THDPS,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c,Amino Acid Metabolism
THFAT,h2o_c + methf_c --> 5fthf_c + h_c,Cofactor and Vitamin Biosynthesis
THIORDXi,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,Energy Metabolism
THRA2r,athr__L_c <=> acald_c + gly_c,Amino Acid Metabolism
THRAr,thr__L_c <=> acald_c + gly_c,Amino Acid Metabolism
THRS,h2o_c + phom_c --> pi_c + thr__L_c,Amino Acid Metabolism
THRTRS,atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,Cellular Processes and Storage
THRabcpp,atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c,Transport Systems
THRt2pp,h_p + thr__L_c --> h_c + thr__L_p,Transport Systems
THRt4pp,na1_p + thr__L_p --> na1_c + thr__L_c,Transport Systems
THRtex,thr__L_e <=> thr__L_p,Transport Systems
THYMt4pp,h_p + thym_p --> h_c + thym_c,Transport Systems
THYMtex,thym_e <=> thym_p,Transport Systems
THZPSN,atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c,Cofactor and Vitamin Biosynthesis
TKT1,r5p_c + xu5p__D_c <=> g3p_c + s7p_c,Central Carbon Metabolism
TKT2,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,Central Carbon Metabolism
TMDS,dump_c + mlthf_c --> dhf_c + dtmp_c,Nucleotide Metabolism
TMPK,atp_c + thmmp_c --> adp_c + thmpp_c,Cofactor and Vitamin Biosynthesis
TMPPP,2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c,Cofactor and Vitamin Biosynthesis
TNTHAC1,4hadnt_c + tntmdh_c --> 35dnta_c + h2o_c + no2_c,Stress Response and Environmental Adaptation
TNTHAC2,2hadnt_c + tntmdh_c --> 2m35mdntha_c + h2o_c + no2_c,Stress Response and Environmental Adaptation
TNTR1,h_c + 2.0 nadph_c + tnt_c --> 4hadnt_c + h2o_c + 2.0 nadp_c,Stress Response and Environmental Adaptation
TNTR1x,h_c + 2.0 nadh_c + tnt_c --> 4hadnt_c + h2o_c + 2.0 nad_c,Stress Response and Environmental Adaptation
TNTR2,h_c + 2.0 nadph_c + tnt_c --> 2hadnt_c + h2o_c + 2.0 nadp_c,Stress Response and Environmental Adaptation
TNTR2x,h_c + 2.0 nadh_c + tnt_c --> 2hadnt_c + h2o_c + 2.0 nad_c,Stress Response and Environmental Adaptation
TNTR3,h_c + nadph_c + 2.0 tnt_c --> nadp_c + 2.0 tntmmh_c,Stress Response and Environmental Adaptation
TNTR4,h_c + nadph_c + 2.0 tntmmh_c --> nadp_c + 2.0 tntmdh_c,Stress Response and Environmental Adaptation
TNTep,h_p + tnt_c --> h_c + tnt_e,Stress Response and Environmental Adaptation
TNTtex,tnt_e --> tnt_p,Transport Systems
TNTtpp,tnt_p --> tnt_c,Transport Systems
TOLt5,h_p + tol_c --> h_c + tol_e,Transport Systems
TOLt6,h_p + tol_p --> h_c + tol_e,Transport Systems
TOLt7,h_p + tol_c --> h_c + tol_p,Transport Systems
TOLtex,tol_e <=> tol_p,Transport Systems
TOLtpp,tol_p --> tol_c,Transport Systems
TPI,dhap_c <=> g3p_c,Central Carbon Metabolism
TRDR,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,Nucleotide Metabolism
TRPS1,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,Amino Acid Metabolism
TRPS2,indole_c + ser__L_c --> h2o_c + trp__L_c,Amino Acid Metabolism
TRPS3,3ig3p_c --> g3p_c + indole_c,Amino Acid Metabolism
TRPTRS,atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c,Cellular Processes and Storage
TRPt2rpp,h_p + trp__L_p <=> h_c + trp__L_c,Transport Systems
TRPtex,trp__L_e <=> trp__L_p,Transport Systems
TRSARr,2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c,Central Carbon Metabolism
TRYPTAOX,h2o_c + o2_c + trypta_c --> h2o2_c + id3acald_c + nh4_c,Stress Response and Environmental Adaptation
TSULabcpp,atp_c + h2o_c + tsul_p --> adp_c + h_c + pi_c + tsul_c,Transport Systems
TSULtex,tsul_e <=> tsul_p,Transport Systems
TTDCAtexi,ttdca_e --> ttdca_p,Transport Systems
TTDCEAtexi,ttdcea_e --> ttdcea_p,Transport Systems
TTRCYCt2pp,h_p + ttrcyc_p --> h_c + ttrcyc_c,Transport Systems
TTRCYCt5,h_p + ttrcyc_c --> h_c + ttrcyc_e,Transport Systems
TTRCYCt7pp,h_p + ttrcyc_c --> h_c + ttrcyc_p,Transport Systems
TTRCYCtex,ttrcyc_e <=> ttrcyc_p,Transport Systems
TTRCYCtpp,h_p + ttrcyc_p --> h_c + ttrcyc_e,Transport Systems
TUNGSabcpp,atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c,Transport Systems
TUNGStex,tungs_e <=> tungs_p,Transport Systems
TYRTA,akg_c + tyr__L_c <=> 34hpp_c + glu__L_c,Aromatic Compound Degradation
TYRTRS,atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c,Cellular Processes and Storage
TYRt2rpp,h_p + tyr__L_p <=> h_c + tyr__L_c,Transport Systems
TYRtex,tyr__L_e <=> tyr__L_p,Transport Systems
U23GAAT2,3hddecACP_c + u3dcga_c --> ACP_c + h_c + u23dddcga_c,Nitrogen Metabolism
UAAGDS,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c,Cell Envelope and Wall Biosynthesis
UACGAMDH2,uacgam_c --> h2o_c + ukquivo_c,Cell Envelope and Wall Biosynthesis
UAG2E,uacgam_c <=> uacmam_c,Cell Envelope and Wall Biosynthesis
UAGAAT2,3hdecACP_c + uacgam_c <=> ACP_c + u3dcaga_c,Nitrogen Metabolism
UAGCVT,pep_c + uacgam_c --> pi_c + uaccg_c,Cell Envelope and Wall Biosynthesis
UAGDP,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,Cell Envelope and Wall Biosynthesis
UAGPT3,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,Cell Envelope and Wall Biosynthesis
UAMAGS,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c,Cell Envelope and Wall Biosynthesis
UAMAS,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c,Cell Envelope and Wall Biosynthesis
UAPGR,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,Cell Envelope and Wall Biosynthesis
UDCPDP,h2o_c + udcpdp_c --> h_c + pi_c + udcpp_c,Cell Envelope and Wall Biosynthesis
UDCPDPS,frdp_c + 8.0 ipdp_c --> 8.0 ppi_c + udcpdp_c,Cofactor and Vitamin Biosynthesis
UDCPDPpp,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p,Cell Envelope and Wall Biosynthesis
UDCPGT,udcpp_c + udpgal_c --> udcpg_c + ump_c,Alternative Carbon Metabolism
UDCPPtppi,udcpp_p --> udcpp_c,Cell Envelope and Wall Biosynthesis
UDPG4E,udpg_c <=> udpgal_c,Cell Envelope and Wall Biosynthesis
UGLYCH,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c,Nucleotide Metabolism
UGMDDS,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,Cell Envelope and Wall Biosynthesis
UHBZ1t_pp_,4hbz_p + h_p <=> 4hbz_c + h_c,Transport Systems
UHGADA2,h2o_c + u3dcaga_c --> ac_c + u3dcga_c,Nitrogen Metabolism
UKQUIVORx,h_c + nadh_c + ukquivo_c --> nad_c + uquivo_c,Cell Envelope and Wall Biosynthesis
UKQUIVORy,h_c + nadph_c + ukquivo_c --> nadp_c + uquivo_c,Cell Envelope and Wall Biosynthesis
UM3PL,LalaDgluMdap_c + atp_c + uamr_c --> adp_c + h_c + pi_c + ugmd_c,Cell Envelope and Wall Biosynthesis
UM4PCP,h2o_c + um4p_c --> ala__D_c + ugmd_c,Cell Envelope and Wall Biosynthesis
UM4PL,LalaDgluMdapDala_c + atp_c + uamr_c --> adp_c + h_c + pi_c + um4p_c,Cell Envelope and Wall Biosynthesis
UMPK,atp_c + ump_c <=> adp_c + udp_c,Nucleotide Metabolism
UNK3,2kmb_c + glu__L_c --> akg_c + met__L_c,Nitrogen Metabolism
UPP3MT,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c,Cofactor and Vitamin Biosynthesis
UPP3S,hmbil_c --> h2o_c + uppg3_c,Cofactor and Vitamin Biosynthesis
UPPDC1,4.0 h_c + uppg3_c --> 4.0 co2_c + cpppg3_c,Cofactor and Vitamin Biosynthesis
UPPN,cala_c + h2o_c + 2.0 h_c --> ala_B_c + co2_c + nh4_c,Nucleotide Metabolism
UPPRT,prpp_c + ura_c --> ppi_c + ump_c,Nucleotide Metabolism
UQUIVOT,udcpp_c + uquivo_c --> ump_c + unquivo_c,Cell Envelope and Wall Biosynthesis
URAt2pp,h_p + ura_p --> h_c + ura_c,Transport Systems
URAtex,ura_e <=> ura_p,Transport Systems
URCN,h2o_c + urcan_c --> 4izp_c,Amino Acid Metabolism
UREA,h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c,Amino Acid Metabolism
UREA2t2pp,2.0 h_p + urea_p --> 2.0 h_c + urea_c,Transport Systems
UREAabcpp,atp_c + h2o_c + urea_p --> adp_c + h_c + pi_c + urea_c,Transport Systems
UREAtex,urea_e <=> urea_p,Transport Systems
UREAtpp,urea_p <=> urea_c,Transport Systems
URO_c,h2o_c + o2_c + urate_c --> 5hiu_c + h2o2_c + h_c,Nucleotide Metabolism
URIDK2r,atp_c + dump_c <=> adp_c + dudp_c,Nucleotide Metabolism
URIH,h2o_c + uri_c --> rib__D_c + ura_c,Nucleotide Metabolism
URIt2rpp,h_p + uri_p <=> h_c + uri_c,Transport Systems
URItex,uri_e <=> uri_p,Transport Systems
USHD1,h2o_c + u23dddcga_c --> 2.0 h_c + lipidX_kt_c + ump_c,Cell Envelope and Wall Biosynthesis
VACCtex,vacc_e --> vacc_p,Transport Systems
VALDHr,h2o_c + nad_c + val__L_c <=> 3mob_c + h_c + nadh_c + nh4_c,Amino Acid Metabolism
VALTA,akg_c + val__L_c <=> 3mob_c + glu__L_c,Amino Acid Metabolism
VALTRS,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,Nucleotide Metabolism
VALabcpp,atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c,Transport Systems
VALt2rpp,h_p + val__L_p <=> h_c + val__L_c,Transport Systems
VALtex,val__L_e <=> val__L_p,Transport Systems
VANKpp,h_p + vanlt_p <=> h_c + vanlt_c,Transport Systems
VANLNtex,vanln_e <=> vanln_p,Transport Systems
VANLTtex,vanlt_e <=> vanlt_p,Transport Systems
VCOAD,fad_c + ptcoa_c <=> fadh2_c + pt2coa_c,Fatty Acid and Lipid Metabolism
VECOAH,3hptcoa_c <=> h2o_c + pt2coa_c,Fatty Acid and Lipid Metabolism
VNDH,h2o_c + nad_c + vanln_c --> 2.0 h_c + nadh_c + vanlt_c,Aromatic Compound Degradation
VNDH_2,4hbald_c + h2o_c + nad_c --> 4hbz_c + 2.0 h_c + nadh_c,Aromatic Compound Degradation
VNDH_3,34dhbald_c + h2o_c + nad_c --> 34dhbz_c + 2.0 h_c + nadh_c,Aromatic Compound Degradation
VNLNpp,h_p + vanln_p <=> h_c + vanln_c,Transport Systems
VNTDM,h_c + nadh_c + o2_c + vanlt_c --> 34dhbz_c + fald_c + h2o_c + nad_c,Aromatic Compound Degradation
WCOS,2.0 h_c + mptamp_c + tungs_c --> amp_c + cu2_c + h2o_c + wco_c,Cofactor and Vitamin Biosynthesis
XAND,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,Nucleotide Metabolism
XANt2pp,h_p + xan_p --> h_c + xan_c,Transport Systems
XANtex,xan_e <=> xan_p,Transport Systems
XMO,h_c + nadh_c + o2_c + tol_c --> bzalc_c + h2o_c + nad_c,Aromatic Compound Degradation
XPPT,prpp_c + xan_c --> ppi_c + xmp_c,Nucleotide Metabolism
XTSNH,h2o_c + xtsn_c --> rib__D_c + xan_c,Nucleotide Metabolism
ZN2abcpp,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_p,Metal and Inorganic Metabolism
ZN2t3pp,h_p + zn2_c --> h_c + zn2_p,Metal and Inorganic Metabolism
ZN2t4pp,h_p + k_p + zn2_c --> h_c + k_c + zn2_p,Metal and Inorganic Metabolism
ZN2t5,h_p + zn2_c --> h_c + zn2_e,Metal and Inorganic Metabolism
ZN2t6,h_p + zn2_p --> h_c + zn2_e,Metal and Inorganic Metabolism
ZNabcpp,atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c,Transport Systems
Zn2tex,zn2_e <=> zn2_p,Transport Systems
pentso3abcpp,atp_c + h2o_c + pentso3_p --> adp_c + h_c + pentso3_c + pi_c,Transport Systems
sink_PHAg,PHAg_c <=> ,Transport Systems
sink_pqqA_kt_c_,pqqA_kt_c <-- ,Transport Systems
CMS,2me4p_c + ctp_c --> 4c2me_c + ppi_c,Amino Acid Metabolism
PRAI,pran_c --> 2cpr5p_c,Amino Acid Metabolism
SERH,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,Amino Acid Metabolism
TAURabc,atp_c + h2o_c + taur_e --> adp_c + h_c + pi_c + taur_c,Transport Systems
NI2abcpp,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c,Transport Systems
AGPOP,dgdp_c + h_c + pep_c --> dgtp_c + pyr_c,Central Carbon Metabolism
GALh,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,Amino Acid Metabolism
PIabc,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,Transport Systems
DHAD_3mob_h,23dhmb_c --> 3mob_c + h2o_c,Alternative Carbon Metabolism
DMALRED,fad_c + mal__L_c --> fadh2_c + oaa_c,Central Carbon Metabolism
PRICIh,prfp_c --> prlp_c,Amino Acid Metabolism
PTRCabc,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,Transport Systems
PRACHh,h2o_c + prbamp_c --> prfp_c,Nucleotide Metabolism
DHQTi,3dhq_c --> 3dhsk_c + h2o_c,Amino Acid Metabolism
PRAISh,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,Central Carbon Metabolism
G5DHx,glu5p_c + h_c + nadph_c <=> glu5sa_c + nadp_c + pi_c,Amino Acid Metabolism
CTPS1,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,Nucleotide Metabolism
HEMEti,atp_c + h2o_c + pheme_e --> adp_c + h_c + pheme_c + pi_c,Transport Systems
FOMETRi,5fthf_c + h_c --> h2o_c + methf_c,Cofactor and Vitamin Biosynthesis
HDH,h2o_c + histd_c + 2.0 nad_c --> 4.0 h_c + his__L_c + 2.0 nadh_c,Amino Acid Metabolism
PSCIT,pep_c + skm5p_c --> 3psme_c + pi_c,Amino Acid Metabolism
ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c,Nucleotide Metabolism
APPAT,atp_c + 2.0 h_c + pan4p_c --> dpcoa_c + ppi_c,Cofactor and Vitamin Biosynthesis
VALTLh,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,Cellular Processes and Storage
EAR121x,h_c + nadh_c + t3c5ddeceACP_c --> cddec5eACP_c + nad_c,Fatty Acid and Lipid Metabolism
MOBDabc,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,Transport Systems
ARGDI,arg__L_c + h2o_c + h_c --> citr__L_c + nh4_c,Amino Acid Metabolism
TAL,thr__L_c --> 2obut_c + nh4_c,Amino Acid Metabolism
IDPh,h2o_c + ppi_c --> 2.0 pi_c,Cellular Processes and Storage
MAN1PT,gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c,Alternative Carbon Metabolism
MCS,2p4c2me_c --> 2mecdp_c + cmp_c,Amino Acid Metabolism
PPRGL,atp_c + gly_c + pram_c --> adp_c + gar_c + 2.0 h_c + pi_c,Nucleotide Metabolism
SULabc,atp_c + h2o_c + so4_e --> adp_c + h_c + pi_c + so4_c,Transport Systems
FACOAL100p,atp_c + coa_c + dca_c --> amp_c + dcacoa_c + ppi_c,Cofactor and Vitamin Biosynthesis
GCL,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,Amino Acid Metabolism
NDP8,dudp_c + h2o_c --> dump_c + h_c + pi_c,Nucleotide Metabolism
AKGDb,coa_c + sdhlam_c --> dhlam_c + succoa_c,Central Carbon Metabolism
SAT,accoa_c + ser__L_c --> acser_c + coa_c,Amino Acid Metabolism
13PPDH2,h_c + lald__L_c + nadph_c <=> 13ppd_c + nadp_c,Cofactor and Vitamin Biosynthesis
2HESR,dtgcl_c + 2.0 gthrd_c --> gthox_c + 2.0 mercpeth_c,Alternative Carbon Metabolism
3HPTNCOAR,3hptcoa_c + nadp_c --> 3oxptcoa_c + h_c + nadph_c,Fatty Acid and Lipid Metabolism
3PEPTabcpp,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,Cell Envelope and Wall Biosynthesis
4HPTNCOAK,4hptcoa_c + atp_c --> 4poptcoa_c + adp_c + h_c,Alternative Carbon Metabolism
4HPTNCOAL,4hptn_c + atp_c + coa_c --> 4hptcoa_c + amp_c + ppi_c,Alternative Carbon Metabolism
4HPTNtex,4hptn_e <=> 4hptn_p,Transport Systems
4HPTNtpp,4hptn_p + na1_p --> 4hptn_c + na1_c,Transport Systems
4OXPTCOADHx,4oxptcoa_c + h_c + nadh_c --> 4hptcoa_c + nad_c,Alternative Carbon Metabolism
4OXPTCOADHy,4oxptcoa_c + h_c + nadph_c --> 4hptcoa_c + nadp_c,Alternative Carbon Metabolism
4OXPTNtex,4oxptn_e <=> 4oxptn_p,Transport Systems
4OXPTNtpp,4oxptn_p + na1_p --> 4oxptn_c + na1_c,Transport Systems
4PEPTabcpp,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,Cell Envelope and Wall Biosynthesis
4POPCOAM,4poptcoa_c --> 3ptcoa_c + pi_c,Alternative Carbon Metabolism
4POPCOAM2,3ptcoa_c <=> 2ptcoa_c,Alternative Carbon Metabolism
4POPCOAM3,2ptcoa_c + h2o_c --> 3hptcoa_c,Alternative Carbon Metabolism
ACMTSOXINtex,acmtsoxin_e <=> acmtsoxin_p,Transport Systems
ACMTSOXINtpp,acmtsoxin_p <=> acmtsoxin_c,Transport Systems
ACPHPHITRNtex,acpptrn_e <=> acpptrn_p,Transport Systems
ACPHPHITRNtpp,acpptrn_p <=> acpptrn_c,Transport Systems
ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,Alternative Carbon Metabolism
ALDD3y2,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c,Cofactor and Vitamin Biosynthesis
AMALT1,malt_c + malttr_c <=> glc__D_c + maltttr_c,Alternative Carbon Metabolism
ARGR,arg__L_c <=> arg__D_c,Amino Acid Metabolism
BVMO1,h_c + n2one_c + nadph_c + o2_c --> h2o_c + hpac_c + nadp_c,Fatty Acid and Lipid Metabolism
BVMO2,d2one_c + h_c + nadph_c + o2_c --> h2o_c + nadp_c + ocac_c,Fatty Acid and Lipid Metabolism
BVMO3,d3one_c + h_c + nadph_c + o2_c --> 0.5 ethoc_c + h2o_c + 0.5 hpppa_c + nadp_c,Fatty Acid and Lipid Metabolism
BVMO4,d4one_c + h_c + nadph_c + o2_c --> h2o_c + hxbut_c + nadp_c,Fatty Acid and Lipid Metabolism
BVMO5,h_c + nadph_c + o2_c + und2one_c --> h2o_c + 0.22 methdca_c + nadp_c + 0.78 nnac_c,Fatty Acid and Lipid Metabolism
CHLPi,cholp_c + h2o_c --> chol_c + pi_c,Cellular Processes and Storage
CURR,cur_c + h_c + nadph_c --> dhcur_c + nadp_c,Alternative Carbon Metabolism
D2ONEtex,d2one_e <=> d2one_p,Transport Systems
D2ONEtpp,d2one_p <=> d2one_c,Transport Systems
D3ONEtex,d3one_e <=> d3one_p,Transport Systems
D3ONEtpp,d3one_p <=> d3one_c,Transport Systems
D4ONEtex,d4one_e <=> d4one_p,Transport Systems
D4ONEtpp,d4one_p <=> d4one_c,Transport Systems
DHCURR,dhcur_c + h_c + nadph_c --> nadp_c + thcur_c,Alternative Carbon Metabolism
ETHPi,ethamp_c + h2o_c --> etha_c + pi_c,Alternative Carbon Metabolism
EX_4hptn_e,4hptn_e --> ,Transport Systems
EX_4oxptn_e,4oxptn_e --> ,Transport Systems
EX_acmtsoxin_e,acmtsoxin_e <=> ,Transport Systems
EX_acpptrn_e,acpptrn_e <=> ,Transport Systems
EX_d2one_e,d2one_e <=> ,Transport Systems
EX_d3one_e,d3one_e <=> ,Transport Systems
EX_d4one_e,d4one_e <=> ,Transport Systems
EX_mtsoxin_e,mtsoxin_e <=> ,Transport Systems
EX_n2one_e,n2one_e <=> ,Transport Systems
EX_pptrn_e,pptrn_e <=> ,Transport Systems
EX_und2one_e,und2one_e <=> ,Transport Systems
GAPDi_nadp,g3p_c + nadp_c + pi_c <=> 13dpg_c + h_c + nadph_c,Central Carbon Metabolism
GLUTARH,akg_c + glutar_c + o2_c --> S2hglut_c + co2_c + succ_c,Amino Acid Metabolism
KAT33,3oxptcoa_c + coa_c --> accoa_c + ppcoa_c,Fatty Acid and Lipid Metabolism
LEVUACOAL,4oxptn_c + atp_c + coa_c --> 4oxptcoa_c + amp_c + ppi_c,Alternative Carbon Metabolism
METNA,accoa_c + met__L_c <=> acmet_c + coa_c + h_c,Amino Acid Metabolism
